Price,Close,High,Low,Open,Volume,return,log_return,SMA_20,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,BB_middle,BB_std,BB_upper,BB_lower,return_lag1,return_lag2,SMA_20_lag1,EMA_20_lag1
2019-01-31,39.60245132446289,40.2115727929671,39.15512615762059,39.52393124960332,162958400.0,0.0072011929386104345,0.0071753881581512425,36.637375068664554,37.26548699236331,67.61439546877497,0.3595407706813205,0.013489631817364504,0.346051138863956,36.637375068664554,1.2869241378034908,39.21122334427154,34.06352679305757,0.06833471099007338,-0.010364273832562665,36.53601226806641,37.01949074687914
2019-02-01,39.62147521972656,40.20680123448356,39.481088904224514,39.72616862220974,130672400.0,0.000480371659516976,0.0004802563179877321,36.92682666778565,37.489866823540765,70.65315019736722,0.49790849751407507,0.11037340495670662,0.38753509255736845,36.92682666778565,1.2738021733766245,39.474431014538894,34.3792223210324,0.0072011929386104345,0.06833471099007338,36.637375068664554,37.26548699236331
2019-02-04,40.74691390991211,40.84446943646813,39.80229903130051,39.833232156952064,125982000.0,0.028404764939827798,0.02800882975147699,37.2003360748291,37.800061784147566,78.80176220643469,0.6904206747623576,0.22638285891783683,0.46403781584452075,37.2003360748291,1.472608734394455,40.145553543618014,34.25511860604019,0.000480371659516976,0.0072011929386104345,36.92682666778565,37.489866823540765
2019-02-05,41.444091796875,41.6582384475676,41.00866789816582,41.130015125436366,144406400.0,0.017109955578581637,0.01696522880186491,37.51263008117676,38.147112261550184,78.72107541310862,0.8889965917970812,0.3589056054936857,0.5300909863033956,37.51263008117676,1.6741590626709264,40.860948206518614,34.164311955834904,0.028404764939827798,0.000480371659516976,37.2003360748291,37.800061784147566
2019-02-06,41.45837020874024,41.77482857967578,41.12763612087757,41.55592215129232,112958400.0,0.00034452225265835246,0.0003444629184946327,37.79208889007568,38.462470161282575,77.61874499565235,1.0355840172944824,0.4942412878538451,0.5413427294406372,37.79208889007568,1.8433293871398981,41.47874766435548,34.10543011579588,0.017109955578581637,0.028404764939827798,37.51263008117676,38.147112261550184
2019-02-07,40.67316436767578,41.38697910594836,40.53039996776146,41.02055217380472,126966800.0,-0.018939621531454343,-0.019121273432534846,38.001831436157225,38.673012466653354,70.20360750782275,1.0759926850802515,0.6105915672991264,0.46540111778112503,38.001831436157225,1.9229110694319222,41.84765357502107,34.15600929729338,0.00034452225265835246,0.017109955578581637,37.79208889007568,38.462470161282575
2019-02-08,40.72095489501953,40.78069457288458,40.2454257465744,40.38163396229257,95280000.0,0.001174989162675777,0.0011742994031633373,38.20813465118408,38.86805460268823,69.58486829613528,1.0992022225913303,0.7083136983575673,0.39088852423376297,38.20813465118408,1.9843742505661168,42.176883152316314,34.23938615005185,-0.018939621531454343,0.00034452225265835246,38.001831436157225,38.673012466653354
2019-02-11,40.486778259277344,40.91212817826302,40.44376743552907,40.87389390411717,83973600.0,-0.005750764841981337,-0.005767364159889492,38.42069301605225,39.02221876045862,74.77089573653323,1.0861790548545756,0.783886769656969,0.30229228519760654,38.42069301605225,1.9896419669768046,42.39997695000586,34.44140908209864,0.001174989162675777,-0.018939621531454343,38.20813465118408,38.86805460268823
2019-02-12,40.83565902709961,40.861944634409184,40.55129754244725,40.646883226400696,89134000.0,0.008617153125596522,0.008580237382416998,38.677938842773436,39.19492735728157,75.38314841216673,1.0914285538631106,0.8453951264981974,0.24603342736491318,38.677938842773436,1.9503137486524462,42.578566340078325,34.77731134546855,-0.005750764841981337,0.001174989162675777,38.42069301605225,39.02221876045862
2019-02-13,40.66600036621094,41.21560624804489,40.60387240073179,40.95514207256291,89960800.0,-0.0041546693485731145,-0.004163323966974168,38.89017868041992,39.33502954860818,76.49533671697966,1.0695694527434938,0.8902299917472567,0.1793394609962371,38.89017868041992,1.9225718848613849,42.73532245014269,35.045034910697154,0.008617153125596522,-0.005750764841981337,38.677938842773436,39.19492735728157
