Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2019-01-02,37.5751953125,37.79647969819426,36.6972028856567,36.854242948968974,148158800
2019-01-03,33.83244323730469,34.67236504107236,33.78723438504044,34.258351143686504,365248800
2019-01-04,35.27672576904297,35.345729898875284,34.21552314309918,34.3892170595102,234428400
2019-01-07,35.198211669921875,35.41235832253216,34.71519720185537,35.381425181114466,219111200
2019-01-08,35.86919403076172,36.12378972115468,35.33859270778415,35.58604690991342,164101200
2019-01-09,36.47831344604492,36.768598408813624,35.602702406686625,35.99767715234844,180396400
2019-01-10,36.59489059448242,36.63533964695561,35.89535180673242,36.28557025308061,143122800
2019-01-11,36.23561096191406,36.571104733058135,36.05001943546186,36.37599727501957,108092800
2019-01-14,35.69074249267578,35.992925129029125,35.505150922165875,35.89299148572764,129756800
2019-01-15,36.42120361328125,36.497341952681495,35.70262920119996,35.75497589794655,114843600
2019-01-16,36.86615753173828,37.0898200949179,36.40455668954205,36.423592187541374,122278800
2019-01-17,37.085044860839844,37.51333431074797,36.4664041409005,36.69006661088855,119284800
2019-01-18,37.313480377197266,37.56569435663353,37.11360947574702,37.47527665432627,135004000
2019-01-22,36.47593307495117,37.292059498948234,36.314133183117846,37.215921149758586,121576000
2019-01-23,36.62345886230469,36.913743848335805,36.09523560120871,36.67818364898762,92522400
2019-01-24,36.33316421508789,36.756693941632484,36.10474556492736,36.66865796507572,101766000
2019-01-25,37.53713607788086,37.62517569702941,36.718631568016214,36.99463717184698,134142000
2019-01-28,37.18973922729492,37.19687708242867,36.56158256098487,37.068388428724006,104768400
2019-01-29,36.80429458618164,37.62518462759539,36.66867164280698,37.17785946075547,166348800
2019-01-30,39.319305419921875,39.53344844498653,38.12485409648342,38.84342880364445,244439200
2019-01-31,39.60245132446289,40.2115727929671,39.15512615762059,39.523931249603315,162958400
2019-02-01,39.62147521972656,40.20680123448356,39.481088904224514,39.72616862220974,130672400
2019-02-04,40.74691390991211,40.84446943646813,39.80229903130051,39.833232156952064,125982000
2019-02-05,41.444091796875,41.6582384475676,41.00866789816582,41.130015125436366,144406400
2019-02-06,41.458370208740234,41.774828579675784,41.12763612087757,41.555922151292314,112958400
2019-02-07,40.67316436767578,41.38697910594836,40.53039996776146,41.02055217380472,126966800
2019-02-08,40.72095489501953,40.78069457288458,40.2454257465744,40.38163396229257,95280000
2019-02-11,40.486778259277344,40.91212817826302,40.44376743552907,40.87389390411717,83973600
2019-02-12,40.83565902709961,40.861944634409184,40.55129754244725,40.646883226400696,89134000
2019-02-13,40.66600036621094,41.21560624804489,40.60387240073179,40.95514207256291,89960800
2019-02-14,40.814151763916016,40.92407073769949,40.474830805272624,40.553687623623816,87342800
2019-02-15,40.72333908081055,41.029205909072424,40.563237197753175,40.921675228955706,98507200
2019-02-19,40.84522247314453,40.967093784400845,40.5011248931251,40.553696116368684,75891200
2019-02-20,41.108070373535156,41.4163291796934,40.85955489659674,40.90734591375172,104457600
2019-02-21,40.876277923583984,41.18931326234548,40.694670609628645,41.05310868843414,68998800
2019-02-22,41.33268356323242,41.33985203200279,40.952740133522454,41.00053114073161,75652800
2019-02-25,41.633785247802734,42.02567748260441,41.56687708426743,41.617060030029634,87493600
2019-02-26,41.65767288208008,41.88946312542803,41.38047989985893,41.50951964678491,68280800
2019-02-27,41.786712646484375,41.8177784486941,41.27534110158918,41.390043919184656,111341600
2019-02-28,41.37569046020508,41.79626003477274,41.32073098942673,41.655275300670986,112861600
2019-03-01,41.81060791015625,41.853618729961276,41.31357333049172,41.64572580846216,103544800
2019-03-04,42.02088928222656,42.474909358370766,41.57164575485241,41.982655014743564,109744800
2019-03-05,41.944419860839844,42.056730740309895,41.70784943778627,42.04239380186186,78949600
2019-03-06,41.70307922363281,41.93486948700485,41.56448272054905,41.73892157519718,83241600
2019-03-07,41.22039031982422,41.68397094507742,41.10569112422417,41.547762687747245,99185600
2019-03-08,41.318355560302734,41.356589832825826,40.50350540248133,40.69945331449648,95997600
2019-03-11,42.74971008300781,42.80228128884256,41.901409612771666,41.93486368501011,128044000
2019-03-12,43.23002624511719,43.650592312120786,42.862027746045676,43.01257291804957,129870400
2019-03-13,43.42119216918945,43.801135672491235,43.232412731751154,43.55022827826939,124130000
2019-03-14,43.90388107299805,43.99229827171578,43.62429983063425,43.94450361458386,94318000
2019-03-15,44.474998474121094,44.76414014704579,43.90627916575114,44.17152350675048,156171600
2019-03-18,44.929019927978516,45.01743348832118,44.39613935267995,44.39853127348104,104879200
2019-03-19,44.572975158691406,45.16081528556105,44.42721017595446,45.007881832051886,126585600
2019-03-20,44.962467193603516,45.2802826832525,44.1428370053045,44.50127503399161,124140800
2019-03-21,46.61845779418945,46.91476793224241,45.35675599057823,45.406938928251556,204136800
2019-03-22,45.65306854248047,47.23975444886868,45.58854866098074,46.67819994478431,169630800
2019-03-25,45.1010627746582,45.87528656769035,44.58969134305273,45.762975695897644,175381200
2019-03-26,44.635108947753906,46.09037069025252,44.107012085413366,45.79884068672037,199202000
2019-03-27,45.03655242919922,45.34480758857709,44.57775210214657,45.103460582338926,119393600
2019-03-28,45.096290588378906,45.29701504101596,44.8119291240327,45.151250073839364,83121600
2019-03-29,45.39021301269531,45.421278816424476,45.05328030619327,45.361539130004445,94256000
2019-04-01,45.69847869873047,45.80361749979197,45.01505643761168,45.794060752866976,111448000
2019-04-02,46.36277770996094,46.46792014338811,45.65306993054865,45.662626676214224,91062800
2019-04-03,46.68059158325195,46.95539267732806,46.15487943528214,46.1787767679066,93087200
2019-04-04,46.761837005615234,46.924327200684935,46.152491481661734,46.54677194916167,76457200
2019-04-05,47.074859619140625,47.09875694545563,46.81917208320636,46.94343161684825,74106400
2019-04-08,47.81564712524414,47.84670928317847,46.917159895575644,46.93627703303892,103526800
2019-04-09,47.67226791381836,48.472781139280634,47.60774803404576,47.86821582786071,143072800
2019-04-10,47.93989944458008,47.96857697172916,47.35683955756723,47.47631892306262,86781200
2019-04-11,47.540836334228516,48.03070243658207,47.418968700387076,47.99486008728185,83603200
2019-04-12,47.52171325683594,47.82519181243846,46.88608591599646,47.60057006165645,111042800
2019-04-15,47.607749938964844,47.75590684089754,47.3162199771819,47.452428212571796,70146400
2019-04-16,47.612525939941406,48.11911726997724,47.44764383635256,47.66270887651136,102785600
2019-04-17,48.5396842956543,48.59942397360544,47.45958989735585,47.681819749148225,115627200
2019-04-18,48.71412658691406,48.78342301391168,48.393922765494615,48.537295815006495,96783200
2019-04-22,48.87421798706055,48.97219191986758,48.350897900264954,48.467988964806544,77758000
2019-04-23,49.579158782958984,49.64367866425876,48.72368604881537,48.850333890412784,93292000
2019-04-24,49.5026969909668,49.81812065427212,49.47641138183958,49.55048801313775,70162400
2019-04-25,49.05344772338867,49.64606435188864,49.015213451557486,49.42383448353397,74172800
2019-04-26,48.81926727294922,48.98653764786853,48.29833536680541,48.9626403173569,74596400
2019-04-29,48.893348693847656,49.21833273112545,48.71412963607433,48.84316575333386,88818800
2019-04-30,47.951847076416016,48.604203377012624,47.579072047503665,48.52295828532061,186139600
2019-05-01,50.30558776855469,51.45019836505876,49.9973289961733,50.15265434268361,259309200
2019-05-02,49.97821044921875,50.81456589591716,49.7344752014596,50.143092534963124,127985200
2019-05-03,50.599517822265625,50.62102323573923,50.23629948330786,50.394013141223624,83569600
2019-05-06,49.818119049072266,49.904144344696654,48.62810549811918,48.816881305789316,129772400
2019-05-07,48.47517013549805,49.56482140635094,47.99008418506328,49.19682655113943,155054800
2019-05-08,48.48472213745117,49.06778198932402,48.209921071861906,48.24576342086202,105358000
2019-05-09,47.96379852294922,48.19319687117108,46.993626623189535,47.88732997606126,139634400
2019-05-10,47.2993278503418,47.699928903019405,46.24146450186388,47.356900113901595,164834800
2019-05-13,44.550315856933594,45.45225932989758,43.861864488539425,45.02767625266252,229722400
2019-05-14,45.25556945800781,45.50504198786496,44.47596276934291,44.715841750470574,146118800
2019-05-15,45.797691345214844,45.996791324468816,44.622285886295614,44.68225562726624,106178800
2019-05-16,45.59619140625,46.16950195223836,45.29874018957039,45.55541242384641,132125600
2019-05-17,45.337127685546875,45.79289628812186,44.79979744713468,44.840576434921886,131516400
2019-05-20,43.919437408447266,44.22168723717779,43.245378124155245,44.022587263410635,154449200
2019-05-21,44.76141357421875,45.09724264041479,44.30564137265292,44.43037945163815,113459200
2019-05-22,43.84507369995117,44.547920918961154,43.78990256693896,44.29604729221338,118994400
2019-05-23,43.096641540527344,43.30773247124583,42.65286413728879,43.130224438159466,146118800
2019-05-24,42.93113327026367,43.6915490546367,42.84717417894699,43.226183335306224,94858800
2019-05-28,42.753623962402344,43.31973842722147,42.67686460222569,42.919141022494294,111792800
2019-05-29,42.54972839355469,43.022290207561106,42.2186942784962,42.319442996065696,113924800
2019-05-30,42.77041244506836,42.99349808518756,42.37940863165211,42.68645335841983,84873600
2019-05-31,41.99562454223633,42.69607088733728,41.97643378014627,42.27388144188318,108174400
2019-06-03,41.57102584838867,42.679265508249905,40.84419286883519,42.12274820633601,161584400
2019-06-04,43.091854095458984,43.13743168124543,41.86367505232312,42.0843632453702,123872000
2019-06-05,43.78750228881836,44.37520864944505,43.451673220113676,44.20489298300475,119093600
2019-06-06,44.430381774902344,44.490351515591904,43.69395160230855,43.917040941010214,90105200
2019-06-07,45.61299133300781,46.03757819669764,44.56232378017052,44.739831901287964,122737600
2019-06-10,46.19588851928711,46.8651491776644,45.965603117324754,46.01118070335726,104883600
2019-06-11,46.730812072753906,47.016268574742455,46.440560627727905,46.74280675087126,107731600
